,content,sentiment
39198,Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,surprise
39199,I saw Thirst which is korean movie made by chan-wook Park . this movie isn't hard but good,love
39200, i'll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.,neutral
39201,Show 147 in pre-pre production ....... a bit behind,worry
39202, Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.,neutral
39203,Ooh I have snazzed up my profile with summery colors,fun
39204," i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",happiness
39205,you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,love
39206,,neutral
39207, aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo,neutral
39208,i had a new friend who called himself shame.,surprise
39209, g'mornin lolz more like g'nite 2 me-I'm JUST gettin home from work. &amp; yes ur label or agent/mngr,neutral
39210, That's very funny.  Cute kids.,surprise
39211,Happy Sunday. We have sunshine in Frankfurt. Hope all mothers enjoy this day,love
39212,"did 14.5 miles in the Peak last night, with a nice 5 mile run back to the car this morning",worry
39213,going to program now  haven't programmed for a long time now,fun
39214, Morning,neutral
39215,My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??,worry
39216,band practice,neutral
39217, Go to main settings page for iPhone and scroll down - you will see it,surprise
39218,  hii,worry
39219,Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family,happiness
39220,has now been informed by a close personal friend that the sore head is due to infact 4 pints not 2,worry
39221, theme tune? Your robin I'm BATMAN!,happiness
39222, you are one of my favorite musicians/artists ever!! Please keep up the great work John,anger
39223, i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word &quot;crikey&quot; just now!!,love
39225,HAPPY MOMMA's DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here's for all mothers and luvin kids out there:  http://bit.ly/Bpekk,love
39226,"Huh, another ScarePoint coding Sunday",hate
39227, what a cute dog,happiness
39228, I must admit when i first saw that name posted i thought it was an exploit attempt,worry
39229,try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool,happiness
39230, somehow i cant reply to your message LOL and yes i know  Thank youuu,happiness
39231,sorry i havent tweeted in a while- i was on holiday then was ill but im better now,worry
39232,"Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we're ready for tea time",relief
39233, hey there! your web URL looks good,enthusiasm
39234, heya thanks for accepting the add,worry
39235,our south style exhibition is on in less than a week  member fresh gallery otara!,happiness
39236,Did it!!  back in pakistan! - http://bkite.com/07kBP,happiness
39238,It's Mother's Day! Went out to lunch to celebrate and then went shopping for a gift for my mom,love
39239, ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.,happiness
39240, oh hahah thats ok then,happiness
39241,star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.,love
39242,"bathing with two little angels, Keyla and Janice.",love
39243," Mother's Day in the U.S today. I won't tell mine, she'll expect another present",love
39244,Just watched Camp Rock  Eating raspberry ripple icecream. Awesome,fun
39245,Off to bed .. Nighty night everyone,neutral
39246,hmm icecream for breakfast  #springtime,happiness
39247,Signing out for the night - have a good Sunday night all,fun
39248, Hope you'll be able to join us for future editions,worry
39249,just watched One Tree Hill episode 22 season 6... never cried this much since keith died!!!!!! OTH is epic for sure!!!!!!  Xxx,worry
39250, Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be.,love
39251,did it!!  back in pakistan! - http://bkite.com/07kBQ,worry
39252,"I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha",happiness
39253,Did it!!  back in pakistan! - http://bkite.com/07kBR,neutral
39254, Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.,happiness
39255," SAME. its just not happening, and im going out too!. UH-OH.",worry
39256,That's more like it - 3rd  #fb,worry
39257,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can't wait to grad.,worry
39258,Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,love
39259," give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!",happiness
39260, Wolverine is awesome.. love it! your such a great actor..,love
39261,  thanks,neutral
39262,We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,happiness
39263,  thats awesome!,surprise
39264,finishing session handbooks - Just Health and Safety and Manageing Discipline and Grievance to add!!,neutral
39265,Happy mothers day Mummy  ?,worry
39266,... I will launch (make or break) the alpha phase of my residential real estate rental website. (Commitment of first grade,worry
39267,glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,surprise
39268, hello - as requested,neutral
39269, thanks  i love the word CRIKEY it's like my sayin',love
39270,morning darlin'  Hope you're feelin' tip-top  ? http://blip.fm/~5z7zs,happiness
39271, yess  you?,neutral
39272,http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,happiness
39273, Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it ï¿½33 you need?,happiness
39274, Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox.com if that would be ok.,neutral
39275, lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol,neutral
39276,": &quot;  Good evening, kind sir *bows*&quot; ? http://blip.fm/~5z7zv",happiness
39277,happy mothers day!,love
39278, oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,relief
39279, tweetie is very good for multiple accounts too. Grab the Mac Desktop copy too if you have one,love
39280, lol @ half - I already have a bulky desktop- I'm geared up for super slim and light: SSD performance is unreal,fun
39281,Happy mother's day to all of the moms out there! Don't forget to send a card!!,love
39282,"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!",fun
39283," i'll take a lookie, sound great",happiness
39284,Happy Mother's Day,love
39285,Seeing 'Love at the Club' actually made me,relief
39286,Crawling into my den for the night now.,neutral
39287,"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",neutral
39288, haha better drunken tweeting you mean?,fun
39289,just found out that i'm a robot,surprise
39290, i like it    #masterchef,happiness
39291," if you meant to heavy rain n flood in bkk last night, lucky I was out of bkk",worry
39292," no worries, good news are good to spread",happiness
39293, and its amazing  x,love
39294,Just read a book called &quot;Gamer Girl&quot; and it wasn't too bad.,surprise
39295, happy bday to her  and happy mothers' day too,love
39296,morning im up and ready weeee its a sunday,happiness
39297, *bows* glad to be of service,happiness
39298, I saw that on jonas too  But where is that line from cos I've heard of it my I can't remember where?,worry
39299, Happy hot mamas day!,neutral
39300, cool i wear black most of the time when i go out,relief
39301, going to bed for real this time. Have a good day,relief
39302,I want to play audition with Anna ~ -mHc-SMOOCH,fun
39303," we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",worry
39304,goin to watch some friends DVD's,relief
39305,happy mothers day to all moms out there!!,happiness
39306,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,happiness
39307, http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?,neutral
39308,Off to revise for a bit back soon,neutral
39309, Sure thing!,worry
39310,Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,happiness
39311, haha drunk golf sounds *awesome*!! i predict a great score for today,happiness
39312,Good birding trip within 7 days with 5 Pitta and Bornean Bristlehead,neutral
39313, thank you for your comment,love
39314," watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d",happiness
39315,Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,love
39316,got an RE exam on Tuesday. Wish me luck / pray for me? Thank you.  xxx,neutral
39317,"did ice skating last show part this morning. Mozart. awesome, can't wait to do it Friday and saturday. love U all",happiness
39318,Filming the very last scene of Afflicted - then it's on to sound design... soon! soon!,relief
39319,"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",relief
39320, I invite you,neutral
39321,all in a days' nasism,neutral
39322,Photo: My New Shoes!  http://tumblr.com/xmx1qzcts,worry
39323,"  Thanks for the link, ive voted &amp; i'll send that out too.",enthusiasm
39324, Good Morning  Hows u ?,neutral
39325, that's cuz you're cruising the twitter #nightshift now,neutral
39326, lol i hope i find someone to give me one too! lol,love
39327, then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,worry
